code,name,week,pop,deaths.1519,AllCause.20,COVID.20,Other.20,allexcess,excessrate_sum,othexcess_sum,excessrate_mean,othexcess_mean,COVIDrate
E07000202,Ipswich,25,137532.0,1201.2000000000005,695.0,125.0,570.0,41.399999999999984,30.102085332867976,-83.6,0.6279530317572375,-1.0,1.3550565422129865
E07000203,Mid Suffolk,25,102493.0,987.1999999999997,616.0,76.0,540.0,88.79999999999998,86.64006322382998,12.799999999999999,1.3009018502076575,0.18181818181818196,1.123506143361158
E07000207,Elmbridge,25,136626.0,1094.9999999999998,688.0,112.0,576.0,93.39999999999999,68.36180522008985,-18.6,1.3551704298707066,0.2,1.208785407986146
E07000208,Epsom and Ewell,25,79928.0,585.2,384.0,81.0,303.0,64.59999999999998,80.82274046641979,-16.400000000000002,1.493768634195018,-0.0333333333333333,1.535472834642088
E07000209,Guildford,25,147889.0,1068.4,629.0,92.0,537.0,34.00000000000001,22.99021563469896,-57.99999999999999,0.5860251044138957,-0.5121212121212122,0.9323126661130163
E07000210,Mole Valley,25,87253.0,842.4,604.0,105.0,499.0,135.60000000000002,155.41012916461332,30.599999999999998,2.5283492900652202,0.6151515151515151,1.8233288149508773
E07000211,Reigate and Banstead,25,147757.0,1343.4000000000008,855.0,181.0,674.0,97.4,65.91904275262763,-83.60000000000001,1.3720315973339516,-0.6848484848484845,1.8355280711717292
E07000212,Runnymede,25,88000.0,718.3999999999996,491.0,72.0,419.0,90.80000000000001,103.18181818181824,18.800000000000004,1.5840220385674937,0.33333333333333326,1.2052341597796135
E07000213,Spelthorne,25,99334.0,888.9999999999999,524.0,91.0,433.0,36.19999999999998,36.44270843819836,-54.80000000000003,0.918236668332304,-0.40606060606060596,1.327019769849014
E07000214,Surrey Heath,25,88874.0,773.1999999999997,559.0,90.0,469.0,128.20000000000005,144.24916173459053,38.199999999999974,2.3560764609890334,0.7454545454545451,1.5172996022288276
E07000215,Tandridge,25,87496.0,820.5999999999997,512.0,92.0,420.0,71.00000000000001,81.14656670019224,-20.999999999999986,1.9948963900687433,0.3666666666666667,1.5758296136827723
E07000216,Waverley,25,125610.0,1194.9999999999998,767.0,141.0,626.0,112.79999999999998,89.80176737520902,-28.199999999999992,1.4788438480819666,-0.21818181818181812,1.6525416573183471
E07000217,Woking,25,101167.0,774.1999999999994,505.0,75.0,430.0,85.39999999999993,84.41487836942873,10.399999999999991,1.398827201707587,0.309090909090909,1.0933017743538955
E07000218,North Warwickshire,25,64850.0,714.1999999999999,482.0,84.0,398.0,90.39999999999995,139.39861218195847,6.400000000000005,2.51863274222565,0.43636363636363656,1.8457512674937493
E07000219,Nuneaton and Bedworth,25,128902.0,1268.200000000001,862.0,155.0,707.0,160.79999999999998,124.74593101736197,5.799999999999996,1.8454235611455816,0.24242424242424238,1.6573549179715092
E07000220,Rugby,25,107194.0,973.5999999999999,574.0,74.0,500.0,44.2,41.233651137190506,-29.8,0.7830605625258308,-0.2666666666666669,1.031830705133315
E07000221,Stratford-on-Avon,25,127580.0,1370.9999999999998,896.0,167.0,729.0,142.20000000000002,111.45947640696032,-24.800000000000008,1.7196577786011862,-0.30606060606060626,1.9595547891519054
E07000222,Warwick,25,142484.0,1190.9999999999998,722.0,99.0,623.0,82.19999999999999,57.690688077257846,-16.800000000000008,0.9293972826720369,-0.16060606060606053,1.0421159462455327
E07000223,Adur,25,63869.0,713.4,413.0,40.0,373.0,22.199999999999992,34.7586466047691,-17.8,0.9631456812405315,0.00909090909090906,0.9489120012221991
E07000224,Arun,25,159827.0,2195.7999999999997,1246.0,67.0,1179.0,27.600000000000033,17.26867175133113,-39.399999999999984,0.6067166184042554,-0.045454545454545414,0.6351564598919557
E07000225,Chichester,25,120750.0,1481.7999999999997,899.0,81.0,818.0,82.59999999999998,68.4057971014493,1.5999999999999934,1.26984126984127,0.30606060606060614,1.0163749294184075
E07000226,Crawley,25,112448.0,754.4,466.0,76.0,390.0,50.59999999999998,44.99857712009106,-25.400000000000006,0.8488772183991309,-0.19696969696969702,1.0240423587037133
E07000227,Horsham,25,142217.0,1308.6000000000001,882.0,119.0,763.0,155.20000000000005,109.12900708072874,36.2,1.8345844091008172,0.8515151515151511,1.2358408330760446
E07000228,Mid Sussex,25,149716.0,1368.5999999999997,877.0,165.0,712.0,120.19999999999999,80.28534024419571,-44.8,1.5079054727455703,-0.22727272727272732,1.6597080371159296
E07000229,Worthing,25,110025.0,1374.8000000000013,793.0,78.0,715.0,42.79999999999999,38.90024994319481,-35.2,0.8042249351042821,-0.2818181818181819,1.0603650685450279
E07000234,Bromsgrove,25,98662.0,1085.8000000000002,695.0,135.0,560.0,107.00000000000004,108.45107538870081,-28.0,1.2961300995194496,-0.7515151515151516,2.05783688786263
E07000235,Malvern Hills,25,78113.0,1018.6000000000001,618.0,49.0,569.0,68.39999999999999,87.56545005312823,19.400000000000013,1.2530409519387034,0.25151515151515164,0.9310521005117297
E07000236,Redditch,25,84989.0,687.0000000000002,448.0,59.0,389.0,66.00000000000001,77.65710856699108,6.999999999999989,1.2336712380247434,0.16969696969696968,1.0340019047028186
E07000237,Worcester,25,101891.0,872.4000000000003,546.0,62.0,484.0,52.19999999999998,51.231217673788684,-9.80000000000001,1.0082075230125604,0.10303030303030304,0.907089364362332
E07000238,Wychavon,25,127340.0,1242.1999999999996,773.0,109.0,664.0,103.8,81.51405685566199,-5.200000000000006,1.34928680554564,0.11212121212121202,1.261238107476524
E07000239,Wyre Forest,25,101062.0,1143.4,715.0,115.0,600.0,92.6,91.62692208743152,-22.4,1.5082250739570011,-0.20303030303030292,1.7091218531918286
E07000240,St Albans,25,147373.0,1110.2000000000003,749.0,126.0,623.0,144.60000000000002,98.11837989319619,18.599999999999994,1.667588878271975,0.5787878787878786,1.2748521634138412
E07000241,Welwyn Hatfield,25,122746.0,960.8000000000003,607.0,111.0,496.0,74.60000000000001,60.77591123132326,-36.39999999999999,1.0492226124507427,-0.3484848484848484,1.333129907584473
E07000242,East Hertfordshire,25,148105.0,1124.9999999999989,735.0,100.0,635.0,127.19999999999996,85.88501401033052,27.200000000000003,1.417912967151683,0.5999999999999999,1.0127949765369164
E07000243,Stevenage,25,87754.0,753.5999999999998,459.0,59.0,400.0,49.59999999999999,56.52164003920052,-9.4,0.8978266379638398,-0.07575757575757577,0.9841561223834399
E07000244,East Suffolk,25,248249.0,3004.6000000000017,1762.0,220.0,1542.0,100.99999999999996,40.6849574419232,-119.00000000000007,0.8788829690424458,-1.121212121212121,1.3305311614670365
E07000245,West Suffolk,25,178881.0,1627.9999999999998,925.0,76.0,849.0,30.6,17.106344441276587,-45.399999999999984,0.4201201645312532,-0.3545454545454546,0.6183220163464013
E07000246,Somerset West and Taunton,25,153866.0,1837.6000000000001,1017.0,47.0,970.0,-5.399999999999997,-3.5095472684023665,-52.399999999999984,0.0059083287346843195,-0.6878787878787876,0.4529718696591166
E08000001,Bolton,25,285372.0,2616.400000000001,1650.0,316.0,1334.0,239.99999999999991,84.1007527017366,-76.0,1.335842763873544,-0.9303030303030302,1.6618393684118427
E08000002,Bury,25,190108.0,1810.1999999999998,1088.0,237.0,851.0,89.59999999999994,47.13110442485316,-147.4,0.8320629230848675,-1.9181818181818189,1.8410587665958296
E08000003,Manchester,25,547627.0,3493.000000000002,1991.0,401.0,1590.0,87.19999999999997,15.923247027630127,-313.7999999999999,0.4659220877559272,-3.312121212121212,1.0707354392015669
E08000004,Oldham,25,235623.0,2129.2000000000007,1253.0,257.0,996.0,116.6,49.485831179468875,-140.40000000000003,1.0468700706920233,-1.3363636363636366,1.6140318657475305
E08000005,Rochdale,25,220001.0,2026.4,1208.0,223.0,985.0,99.00000000000003,44.999795455475194,-123.99999999999999,0.8030266529091533,-1.551515151515151,1.5082576070935207
E08000006,Salford,25,254408.0,2180.7999999999997,1388.0,318.0,1070.0,187.39999999999998,73.66120562246465,-130.59999999999997,1.319760289604004,-1.3696969696969696,1.858146256121162
E08000007,Stockport,25,291775.0,2806.400000000002,1737.0,356.0,1381.0,232.40000000000012,79.65041555993488,-123.60000000000004,1.3948066043002207,-1.2484848484848485,1.8226996206603785
E08000008,Tameside,25,225197.0,2307.000000000001,1419.0,288.0,1131.0,153.00000000000009,67.94051430525268,-135.00000000000003,1.3913743670356762,-1.0181818181818185,1.8435037551633253
E08000009,Trafford,25,236370.0,2009.800000000001,1232.0,237.0,995.0,120.19999999999999,50.85247704869486,-116.79999999999998,1.005101144712771,-1.109090909090909,1.4743192811475587
E08000010,Wigan,25,326088.0,3226.5999999999985,1907.0,344.0,1563.0,140.60000000000005,43.117195358308166,-203.39999999999995,0.8884011975202079,-2.2242424242424237,1.570500024904972
E08000011,Knowsley,25,149571.0,1576.1999999999991,961.0,143.0,818.0,101.99999999999997,68.19503780813115,-40.99999999999999,1.1507659380575905,-0.4303030303030303,1.4384574225719893
E08000012,Liverpool,25,494814.0,4500.799999999999,2911.0,573.0,2338.0,452.00000000000017,91.34745581167871,-121.0,1.5218451843122933,-1.0303030303030303,1.7300654509787636
E08000013,St. Helens,25,180049.0,1961.8000000000004,1176.0,196.0,980.0,129.20000000000002,71.75824358924513,-66.8,1.1343713335948784,-0.896969696969697,1.6325522160044976
E08000014,Sefton,25,275396.0,3259.4,2140.0,292.0,1848.0,361.2,131.15658905721227,69.20000000000003,2.048840303571674,1.3242424242424249,1.567990028243627
E08000015,Wirral,25,323235.0,3705.400000000001,2326.0,431.0,1895.0,323.20000000000005,99.98917196466968,-107.8,1.578736926084831,-1.3060606060606064,1.9827960799699629
E08000016,Barnsley,25,245199.0,2490.999999999999,1567.0,244.0,1323.0,186.0,75.85675308626877,-58.000000000000014,1.3050624186884947,-0.36060606060606093,1.45212911170358
E08000017,Doncaster,25,310542.0,3158.0000000000005,1878.0,254.0,1624.0,149.6,48.17383799936886,-104.40000000000003,0.5688978195112633,-1.8242424242424247,1.1563360482347282
E08000018,Rotherham,25,264671.0,2743.6000000000017,1808.0,322.0,1486.0,292.6000000000001,110.55234612027768,-29.39999999999999,1.7288473522817305,-0.1515151515151516,1.7860939533506603
E08000019,Sheffield,25,582506.0,5002.199999999998,3076.0,563.0,2513.0,343.2000000000001,58.9178480565008,-219.8000000000001,1.2277152770126245,-1.3484848484848484,1.4592124372967823
E08000021,Newcastle upon Tyne,25,300196.0,2517.2000000000016,1508.0,246.0,1262.0,129.79999999999998,43.23841756718943,-116.20000000000006,0.7066090558209039,-1.5757575757575761,1.2315186401450042
E08000022,North Tyneside,25,205985.0,2217.1999999999994,1201.0,154.0,1047.0,-6.399999999999958,-3.107022355996808,-160.39999999999992,0.20448679331607714,-1.8515151515151513,1.103346007101135
E08000023,South Tyneside,25,150265.0,1736.4000000000005,1035.0,162.0,873.0,90.20000000000002,60.02728512960441,-71.79999999999998,1.020419481138878,-0.8909090909090911,1.6133114326306364
E08000024,Sunderland,25,277417.0,3017.2000000000007,1863.0,335.0,1528.0,218.99999999999997,78.94253055868967,-116.0,1.5161509950942467,-0.8545454545454546,1.824187436460658
E08000025,Birmingham,25,1141374.0,8475.2,5751.0,1209.0,4542.0,1098.3999999999996,96.23488882697522,-110.59999999999998,1.5730641713010336,-0.24242424242424215,1.5943038563143805
E08000026,Coventry,25,366785.0,2787.9999999999995,1770.0,284.0,1486.0,209.60000000000005,57.14519405101083,-74.40000000000002,0.8658362735001641,-1.1121212121212125,1.1690442051552787
E08000027,Dudley,25,320626.0,3200.800000000002,2042.0,309.0,1733.0,266.99999999999994,83.27459407534012,-41.99999999999999,1.3449069046556463,-0.29393939393939433,1.4365836226820667
E08000028,Sandwell,25,327378.0,2967.5999999999995,2014.0,368.0,1646.0,358.6,109.53698782447206,-9.399999999999991,1.672610125224535,-0.03939393939393954,1.6846432915930556
E08000029,Solihull,25,214909.0,2034.6,1431.0,274.0,1157.0,299.0,139.1286544537454,25.0,2.2476038836451826,0.6939393939393939,1.924704705881855
E08000030,Walsall,25,283378.0,2732.6,1785.0,385.0,1400.0,266.40000000000003,94.00870921525315,-118.60000000000008,1.729139171001278,-0.8424242424242426,2.026418508996551
E08000031,Wolverhampton,25,262008.0,2636.9999999999995,1745.0,311.0,1434.0,318.0000000000001,121.37033983695159,6.999999999999993,2.028621841757319,0.6636363636363635,1.775333253761393
E08000032,Bradford,25,537173.0,4511.200000000001,2853.0,495.0,2358.0,388.2,72.2672211745564,-106.80000000000004,1.2280903353239452,-0.675757575757576,1.3538892075229532
E08000033,Calderdale,25,210082.0,1960.0000000000005,1155.0,114.0,1041.0,88.60000000000002,42.17400824439978,-25.4,0.8409414736467978,0.05454545454545446,0.8149775859527295
E08000034,Kirklees,25,438727.0,3867.4000000000024,2269.0,309.0,1960.0,161.60000000000002,36.83383972265207,-147.39999999999995,0.9048216703546781,-0.6818181818181821,1.0602299725148325
E08000035,Leeds,25,789194.0,6747.599999999998,3988.0,697.0,3291.0,295.40000000000015,37.43059374501074,-401.59999999999985,0.7929071632039472,-4.151515151515152,1.3189521092520862
E08000036,Wakefield,25,345038.0,3415.1999999999994,2121.0,343.0,1778.0,247.19999999999996,71.64428265872166,-95.79999999999998,1.2629263320491535,-0.7181818181818186,1.4710720488055158
E08000037,Gateshead,25,202508.0,2181.5999999999995,1363.0,236.0,1127.0,196.59999999999994,97.08258439172772,-39.39999999999999,1.45897715376452,-0.5909090909090908,1.7507725845174231
E09000002,Barking and Dagenham,25,211998.0,1253.1999999999991,804.0,165.0,639.0,123.8,58.396777328088,-41.19999999999998,0.9233935025687774,-0.527272727272727,1.1721093995455085
E09000003,Barnet,25,392140.0,2397.0000000000005,1737.0,454.0,1283.0,425.99999999999983,108.63467129086553,-28.000000000000018,1.8090323338449008,0.23030303030303043,1.7503025357363085
E09000004,Bexley,25,247258.0,2055.8,1259.0,228.0,1031.0,150.19999999999993,60.746265034902855,-77.80000000000001,1.140999329126711,-0.6030303030303032,1.3848864037735558
E09000005,Brent,25,330795.0,1728.8000000000004,1363.0,488.0,875.0,436.2,131.86414546773676,-51.800000000000004,2.10603747537498,-0.3818181818181818,2.221461886813538
E09000006,Bromley,25,331096.0,2629.4000000000015,1656.0,341.0,1315.0,207.4,62.640442651074004,-133.6,1.2026174226865258,-1.1393939393939394,1.546745391430921
E09000007,Camden,25,262226.0,1145.9999999999998,727.0,160.0,567.0,119.80000000000004,45.68578249296403,-40.2,0.7060761143117575,-0.5727272727272726,0.9244859107191601
E09000008,Croydon,25,385346.0,2524.9999999999995,1802.0,492.0,1310.0,445.0000000000001,115.48063298957308,-47.000000000000014,1.7976760436783392,-0.46666666666666656,1.9187793292104742
E09000009,Ealing,25,341982.0,1958.3999999999996,1434.0,406.0,1028.0,353.5999999999999,103.39725482627736,-52.400000000000006,1.672070991508856,-0.40303030303030307,1.7899223120550563
E09000010,Enfield,25,333869.0,2059.3999999999996,1526.0,388.0,1138.0,407.8000000000002,122.14371504991473,19.8,1.9604858628547555,0.7121212121212116,1.7471922620349094
E09000011,Greenwich,25,286186.0,1581.6000000000004,1054.0,226.0,828.0,192.8,67.36877415387191,-33.2,1.2642763161656458,0.22424242424242433,1.1859208325841926
E09000013,Hammersmith and Fulham,25,185426.0,931.0000000000002,653.0,168.0,485.0,147.79999999999998,79.70834726521635,-20.20000000000001,1.0900370612600834,-0.5090909090909093,1.3645891246659214
E09000014,Haringey,25,270624.0,1216.6000000000004,911.0,271.0,640.0,255.2000000000001,94.30057940167904,-15.799999999999997,1.41088071205134,-0.24242424242424243,1.5004604398006316
E09000015,Harrow,25,250149.0,1507.4000000000005,1206.0,397.0,809.0,385.8000000000002,154.22808006428176,-11.20000000000001,2.44702642073809,0.12121212121212119,2.3985704520106013
E09000016,Havering,25,257810.0,2371.2,1524.0,273.0,1251.0,210.4000000000001,81.61048834412954,-62.6,1.5691612216184594,-0.0757575757575756,1.5985462632217984
E09000017,Hillingdon,25,304824.0,1987.800000000001,1339.0,314.0,1025.0,254.60000000000008,83.52360706506055,-59.400000000000006,1.4404735489689435,-0.3212121212121214,1.5458498058293346
E09000018,Hounslow,25,270782.0,1520.200000000001,1037.0,230.0,807.0,226.6,83.68355355969004,-3.400000000000022,1.179524264515142,-0.2303030303030303,1.2645753500020016
E09000019,Islington,25,239142.0,1087.4000000000005,685.0,150.0,535.0,110.00000000000004,45.997775380317954,-39.99999999999999,0.8730707227834459,-0.18484848484848485,0.9503672599239257
E09000020,Kensington and Chelsea,25,156197.0,814.3999999999999,492.0,124.0,368.0,68.79999999999997,44.04694072229301,-55.19999999999998,0.8575029862250487,-0.539393939393939,1.2028322431211107
E09000021,Kingston upon Thames,25,175470.0,1090.6000000000001,709.0,131.0,578.0,98.00000000000006,55.85000284948997,-32.999999999999986,1.201966666148578,0.12424242424242424,1.1311611585162606
E09000022,Lambeth,25,325917.0,1446.600000000001,1052.0,287.0,765.0,257.20000000000005,78.91579758036553,-29.79999999999999,1.3770005209543497,0.13939393939393935,1.334230754604652
E09000023,Lewisham,25,303536.0,1547.3999999999996,1061.0,292.0,769.0,214.39999999999995,70.63412577091354,-77.6,1.2069857821267875,-0.7454545454545453,1.4525759412692105
E09000024,Merton,25,206186.0,1230.2,852.0,203.0,649.0,177.39999999999992,86.03881931847937,-25.600000000000005,1.3888607197561242,-0.18181818181818174,1.4770423527565146
E09000025,Newham,25,352005.0,1340.8,985.0,307.0,678.0,244.7999999999998,69.54446669791629,-62.200000000000024,1.2232952958226755,-0.31515151515151524,1.3128257045246867
E09000026,Redbridge,25,303858.0,1755.3999999999994,1247.0,312.0,935.0,273.60000000000014,90.04205911972039,-38.39999999999999,1.460012122887545,-0.2606060606060607,1.5457778623467868
E09000027,Richmond upon Thames,25,196904.0,1228.3999999999992,749.0,151.0,598.0,79.00000000000001,40.12107422906598,-72.00000000000001,0.5894273659275898,-1.0666666666666667,1.131146511636496
E09000028,Southwark,25,317256.0,1355.6000000000001,907.0,249.0,658.0,181.40000000000003,57.17779963184306,-67.60000000000001,1.0659587783424689,-0.37575757575757573,1.1843986426027433
E09000029,Sutton,25,204525.0,1482.6000000000004,968.0,179.0,789.0,139.20000000000007,68.06013934726802,-39.79999999999999,1.1601160116011595,-0.3090909090909092,1.3112422353346445
E09000030,Tower Hamlets,25,317705.0,1067.2,675.0,188.0,487.0,102.60000000000004,32.29410931524528,-85.39999999999999,0.5932700098671677,-0.9333333333333332,0.8870435838849928
E09000031,Waltham Forest,25,276700.0,1424.0000000000005,943.0,248.0,695.0,154.00000000000009,55.65594506685943,-93.99999999999997,1.124727579371598,-0.6454545454545455,1.357996298364928
E09000032,Wandsworth,25,326474.0,1519.7999999999997,970.0,214.0,756.0,142.19999999999996,43.55630157378536,-71.79999999999998,0.7796806316749713,-0.6818181818181821,0.9885236580164816
E09000033,Westminster,25,255324.0,1109.4000000000003,735.0,184.0,551.0,141.99999999999997,55.61560997007715,-42.0,0.9589716785280059,-0.33939393939393936,1.0918984458487206
